primaryTitle,startYear,endYear,duration,averageRating,rating_100,rating_category,numVotes,votes_normalized,genres,directors
Redwall,1999,2002,3,8.1,81.0,High,1320,-0.2789144548184336,"Action, Adventure, Animation","Raymond Jafelice, Luc Bihan, Pascal Pinon"
Cradle to Grave,2015,2015,0,8.0,80.0,High,1320,-0.2789144548184336,Drama,Sandy Johnson
Full Circle with Michael Palin,1997,1997,0,8.4,84.0,High,1319,-0.27892528765973085,"Adventure, Documentary","Roger Mills, Clem Vallance"
Insomniac with Dave Attell,2001,2004,3,8.2,82.0,High,1318,-0.2789361205010281,Comedy,"Nick McKinney, Dave Hamilton"
Reunion,2005,2006,1,7.7,77.0,High,1316,-0.27895778618362266,"Drama, Mystery","Rick Rosenthal, Michael Katleman, Elodie Keene, Jon Amiel, Lou Antonio, Milan Cheylov, James Frawley, Michael Lange, Jesús Salvador Treviño"
Money Heist: From Tokyo to Berlin,2021,2021,0,7.6,76.0,High,1314,-0.27897945186621725,Documentary,"Luis Alfaro, Javier Gómez Santander"
Ek Tha Chandar Ek Thi Sudha,2015,2015,0,8.2,82.0,High,1313,-0.2789902847075145,"Drama, Romance",Anil Dubey
Maison Ikkoku,1986,1988,2,8.1,81.0,High,1312,-0.2790011175488118,"Animation, Comedy, Drama","Naoyuki Yoshinaga, Takashi Annô, Kazuo Yamazaki, Iku Suzuki, Tomokazu Kôgo, Eisuke Kondô, Osamu Sekita, Chisato Motegi, Kazuyoshi Katayama, Satoshi Yamamoto, Kôji Sawai, Yorifusa Yamaguchi, Sunao Katabuchi, Tomomi Mochizuki"
Fugitives,2011,2013,2,7.9,79.0,High,1311,-0.27901195039010906,"Action, Crime, Drama","Pablo Larraín, Israel Adrián Caetano, Javier 'Fox' Patrón, Jonathan Jakubowicz"
Hyena,2020,2020,0,7.6,76.0,High,1310,-0.27902278323140633,"Drama, Romance",Tae You Chang
Manayek,2020,2024,4,8.0,80.0,High,1307,-0.2790552817552982,"Crime, Drama, Thriller",Alon Zingman
Room 222,1969,1974,5,7.7,77.0,High,1307,-0.2790552817552982,"Comedy, Drama, Family","Charles R. Rondeau, William Wiard, Terry Becker, Gene Reynolds, Richard Kinon, James Sheldon, Herman Hoffman, Lee Philips, Allen Baron, Ivan Dixon, Seymour Robbie, Leslie H. Martinson, Sid McCoy, Leo Penn, Charles S. Dubin, Richard Michaels, John Erman, Bill Bixby, Gerald Mayer, Gary Nelson, Alan Rafkin, Norman Abbott, Malcolm Black, Hal Cooper, Bob Sweeney, Hy Averback, Michael Gordon, Oscar Rudolph, Harry Falk"
